,clndr_id,default_flag,clndr_name,proj_id,base_clndr_id,last_chng_date,clndr_type,day_hr_cnt,week_hr_cnt,month_hr_cnt,year_hr_cnt,rsrc_private,clndr_data
0,178,N,Corporate - Standard Full Time,,,2000-05-23 16:14,CA_Base,8,40,172,2000,N,(0||CalendarData()((0||DaysOfWeek()((0||1()())(0||2()((0||0(f|16:00|s|08:00)())))(0||3()((0||0(f|16:00|s|08:00)())))(0||4()((0||0(f|16:00|s|08:00)())))(0||5()((0||0(f|16:00|s|08:00)())))(0||6()((0||0(f|16:00|s|08:00)())))(0||7()())))(0||Exceptions()((0||0(d|41519)())(0||1(d|41155)())(0||2(d|40364)())(0||3(d|40910)())(0||4(d|41633)())(0||5(d|41094)())(0||6(d|40427)())(0||7(d|40536)())(0||8(d|41235)())(0||9(d|40179)())(0||10(d|40903)())(0||11(d|40543)())(0||12(d|40791)())(0||13(d|41421)())(0||14(d|40728)())(0||15(d|41275)())(0||16(d|41606)())(0||17(d|40329)())(0||18(d|41459)())(0||19(d|40871)())(0||20(d|40507)())(0||21(d|41057)())(0||22(d|40693)())(0||23(d|41268)())))))
11,7462,N,J303 - Cal,,6591,,CA_Rsrc,8,40,172,2000,N,(0||CalendarData()((0||DaysOfWeek()((0||1()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||2()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||3()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||4()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||5()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||6()())(0||7()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))))(0||Exceptions()((0||0(d|41261)())(0||1(d|41626)())(0||2(d|41991)())(0||3(d|42356)())(0||4(d|42723)())(0||5(d|43087)())(0||6(d|43452)())(0||7(d|43817)())(0||8(d|44183)())(0||9(d|44547)())(0||10(d|44914)())(0||11(d|41208)())(0||12(d|41211)())(0||13(d|41317)())(0||14(d|41495)())(0||15(d|41498)())(0||16(d|41498)())(0||17(d|41564)())(0||18(d|41565)())(0||19(d|41681)())(0||20(d|41852)())(0||21(d|41855)())(0||22(d|41855)())(0||23(d|41921)())(0||24(d|41922)())(0||25(d|42045)())))))
12,7463,N,J304 - Cal,,6591,,CA_Rsrc,8,40,172,2000,N,(0||CalendarData()((0||DaysOfWeek()((0||1()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||2()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||3()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||4()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||5()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||6()())(0||7()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))))(0||Exceptions()((0||0(d|41261)())(0||1(d|41626)())(0||2(d|41991)())(0||3(d|42356)())(0||4(d|42723)())(0||5(d|43087)())(0||6(d|43452)())(0||7(d|43817)())(0||8(d|44183)())(0||9(d|44547)())(0||10(d|44914)())(0||11(d|41208)())(0||12(d|41211)())(0||13(d|41317)())(0||14(d|41495)())(0||15(d|41498)())(0||16(d|41498)())(0||17(d|41564)())(0||18(d|41565)())(0||19(d|41681)())(0||20(d|41852)())(0||21(d|41855)())(0||22(d|41855)())(0||23(d|41921)())(0||24(d|41922)())(0||25(d|42045)())))))
13,7464,N,J305 - Cal,,6591,,CA_Rsrc,8,40,172,2000,N,(0||CalendarData()((0||DaysOfWeek()((0||1()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||2()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||3()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||4()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||5()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||6()())(0||7()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))))(0||Exceptions()((0||0(d|41261)())(0||1(d|41626)())(0||2(d|41991)())(0||3(d|42356)())(0||4(d|42723)())(0||5(d|43087)())(0||6(d|43452)())(0||7(d|43817)())(0||8(d|44183)())(0||9(d|44547)())(0||10(d|44914)())(0||11(d|41208)())(0||12(d|41211)())(0||13(d|41317)())(0||14(d|41495)())(0||15(d|41498)())(0||16(d|41498)())(0||17(d|41564)())(0||18(d|41565)())(0||19(d|41681)())(0||20(d|41852)())(0||21(d|41855)())(0||22(d|41855)())(0||23(d|41921)())(0||24(d|41922)())(0||25(d|42045)())))))
14,7465,N,J306 - Cal,,6591,,CA_Rsrc,8,40,172,2000,N,(0||CalendarData()((0||DaysOfWeek()((0||1()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||2()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||3()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||4()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||5()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||6()())(0||7()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))))(0||Exceptions()((0||0(d|41261)())(0||1(d|41626)())(0||2(d|41991)())(0||3(d|42356)())(0||4(d|42723)())(0||5(d|43087)())(0||6(d|43452)())(0||7(d|43817)())(0||8(d|44183)())(0||9(d|44547)())(0||10(d|44914)())(0||11(d|41208)())(0||12(d|41211)())(0||13(d|41317)())(0||14(d|41495)())(0||15(d|41498)())(0||16(d|41498)())(0||17(d|41564)())(0||18(d|41565)())(0||19(d|41681)())(0||20(d|41852)())(0||21(d|41855)())(0||22(d|41855)())(0||23(d|41921)())(0||24(d|41922)())(0||25(d|42045)())))))
15,7466,N,J307 - Cal,,6591,,CA_Rsrc,8,40,172,2000,N,(0||CalendarData()((0||DaysOfWeek()((0||1()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||2()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||3()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||4()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||5()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||6()())(0||7()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))))(0||Exceptions()((0||0(d|41261)())(0||1(d|41626)())(0||2(d|41991)())(0||3(d|42356)())(0||4(d|42723)())(0||5(d|43087)())(0||6(d|43452)())(0||7(d|43817)())(0||8(d|44183)())(0||9(d|44547)())(0||10(d|44914)())(0||11(d|41208)())(0||12(d|41211)())(0||13(d|41317)())(0||14(d|41495)())(0||15(d|41498)())(0||16(d|41498)())(0||17(d|41564)())(0||18(d|41565)())(0||19(d|41681)())(0||20(d|41852)())(0||21(d|41855)())(0||22(d|41855)())(0||23(d|41921)())(0||24(d|41922)())(0||25(d|42045)())))))
16,7467,N,J308 - Cal,,6591,,CA_Rsrc,8,40,172,2000,N,(0||CalendarData()((0||DaysOfWeek()((0||1()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||2()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||3()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||4()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||5()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||6()())(0||7()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))))(0||Exceptions()((0||0(d|41261)())(0||1(d|41626)())(0||2(d|41991)())(0||3(d|42356)())(0||4(d|42723)())(0||5(d|43087)())(0||6(d|43452)())(0||7(d|43817)())(0||8(d|44183)())(0||9(d|44547)())(0||10(d|44914)())(0||11(d|41208)())(0||12(d|41211)())(0||13(d|41317)())(0||14(d|41495)())(0||15(d|41498)())(0||16(d|41498)())(0||17(d|41564)())(0||18(d|41565)())(0||19(d|41681)())(0||20(d|41852)())(0||21(d|41855)())(0||22(d|41855)())(0||23(d|41921)())(0||24(d|41922)())(0||25(d|42045)())))))
17,7468,N,J309 - Cal,,6591,,CA_Rsrc,8,40,172,2000,N,(0||CalendarData()((0||DaysOfWeek()((0||1()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||2()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||3()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||4()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||5()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||6()())(0||7()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))))(0||Exceptions()((0||0(d|41261)())(0||1(d|41626)())(0||2(d|41991)())(0||3(d|42356)())(0||4(d|42723)())(0||5(d|43087)())(0||6(d|43452)())(0||7(d|43817)())(0||8(d|44183)())(0||9(d|44547)())(0||10(d|44914)())(0||11(d|41208)())(0||12(d|41211)())(0||13(d|41317)())(0||14(d|41495)())(0||15(d|41498)())(0||16(d|41498)())(0||17(d|41564)())(0||18(d|41565)())(0||19(d|41681)())(0||20(d|41852)())(0||21(d|41855)())(0||22(d|41855)())(0||23(d|41921)())(0||24(d|41922)())(0||25(d|42045)())))))
18,7469,N,J310 - Cal,,6591,,CA_Rsrc,8,40,172,2000,N,(0||CalendarData()((0||DaysOfWeek()((0||1()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||2()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||3()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||4()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||5()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||6()())(0||7()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))))(0||Exceptions()((0||0(d|41261)())(0||1(d|41626)())(0||2(d|41991)())(0||3(d|42356)())(0||4(d|42723)())(0||5(d|43087)())(0||6(d|43452)())(0||7(d|43817)())(0||8(d|44183)())(0||9(d|44547)())(0||10(d|44914)())(0||11(d|41208)())(0||12(d|41211)())(0||13(d|41317)())(0||14(d|41495)())(0||15(d|41498)())(0||16(d|41498)())(0||17(d|41564)())(0||18(d|41565)())(0||19(d|41681)())(0||20(d|41852)())(0||21(d|41855)())(0||22(d|41855)())(0||23(d|41921)())(0||24(d|41922)())(0||25(d|42045)())))))
19,7470,N,J311 - Cal,,6591,,CA_Rsrc,8,40,172,2000,N,(0||CalendarData()((0||DaysOfWeek()((0||1()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||2()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||3()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||4()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||5()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||6()())(0||7()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))))(0||Exceptions()((0||0(d|41261)())(0||1(d|41626)())(0||2(d|41991)())(0||3(d|42356)())(0||4(d|42723)())(0||5(d|43087)())(0||6(d|43452)())(0||7(d|43817)())(0||8(d|44183)())(0||9(d|44547)())(0||10(d|44914)())(0||11(d|41208)())(0||12(d|41211)())(0||13(d|41317)())(0||14(d|41495)())(0||15(d|41498)())(0||16(d|41498)())(0||17(d|41564)())(0||18(d|41565)())(0||19(d|41681)())(0||20(d|41852)())(0||21(d|41855)())(0||22(d|41855)())(0||23(d|41921)())(0||24(d|41922)())(0||25(d|42045)())))))
20,7471,N,J312 - Cal,,6591,,CA_Rsrc,8,40,172,2000,N,(0||CalendarData()((0||DaysOfWeek()((0||1()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||2()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||3()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||4()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||5()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||6()())(0||7()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))))(0||Exceptions()((0||0(d|41261)())(0||1(d|41626)())(0||2(d|41991)())(0||3(d|42356)())(0||4(d|42723)())(0||5(d|43087)())(0||6(d|43452)())(0||7(d|43817)())(0||8(d|44183)())(0||9(d|44547)())(0||10(d|44914)())(0||11(d|41208)())(0||12(d|41211)())(0||13(d|41317)())(0||14(d|41495)())(0||15(d|41498)())(0||16(d|41498)())(0||17(d|41564)())(0||18(d|41565)())(0||19(d|41681)())(0||20(d|41852)())(0||21(d|41855)())(0||22(d|41855)())(0||23(d|41921)())(0||24(d|41922)())(0||25(d|42045)())))))
