,wbs_id,proj_id,obs_id,seq_num,proj_node_flag,sum_data_flag,status_code,wbs_short_name,wbs_name,phase_id,parent_wbs_id,ev_user_pct,ev_etc_user_value,orig_cost,indep_remain_total_cost,ann_dscnt_rate_pct,dscnt_period_type,indep_remain_work_qty,anticip_start_date,anticip_end_date,ev_compute_type,ev_etc_compute_type,guid,tmpl_guid,plan_open_state
10,26025,4512,540,100,N,N,WS_Open,1,ENGINEERING,1246,26018,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,ewQA2vaujk6H+KXj4gfmMA,h+WsP8yybECUDE+eC7xCbw,
11,26026,4512,540,100,N,N,WS_Open,1,ENGINEERING,1246,26021,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,JHiUfBcKMUONTgeh0XTrZQ,NDumVeut9kSoI7nmjYiN9A,
12,26027,4512,540,200,N,N,WS_Open,2,PORCURMENT  (INCLUDING DELIEVERY OF RAW MATERIAL & PREFABRICATION OF MATERIAL AT ALZAMIL FACTORY),1252,26019,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,kEs3UFz2n0KWlAjgA877bg,cwoKxBAKBkm4IlLfGf1RFQ,
13,26028,4512,540,200,N,N,WS_Open,2,PORCURMENT (INCLUDING DELIEVERY OF RAW MATERIAL & PREFABRICATION OF MATERIAL AT ALZAMIL FACTORY),1252,26022,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,eWIwZPUC+0qPwnGZYDvGLg,cwoKxBAKBkm4IlLfGf1RFQ,
14,26029,4512,540,300,N,N,WS_Open,3,"CONSTRUCTION (INCLUDING SHOP FABRICATION,SITE CONSTRUCTION,INSTALLATION WORKS,MOBILIZATION,PAINTING)",1249,26019,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,d4vg14vEP0yfTUFwFMKPuw,zBgWt/DdM06fBYSZZzbEtg,
15,26030,4512,540,200,N,N,WS_Open,2,PORCURMENT,1252,26021,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,urbbFFHo00yKu6yxllXWuw,4vnS39Ye7k+eaWpGMjufRw,
16,26031,4512,540,200,N,N,WS_Open,2,PORCURMENT (INCLUDING DELIEVERY OF RAW MATERIAL & PREFABRICATION OF MATERIAL AT ALZAMIL FACTORY),1252,26018,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,QDPZcaqCdECTdC0syFlz8A,cwoKxBAKBkm4IlLfGf1RFQ,
17,26032,4512,540,100,N,N,WS_Open,1,ENGINEERING,1246,26022,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,riPXupgiK0y21BvywLGhMw,h+WsP8yybECUDE+eC7xCbw,
18,26033,4512,540,200,N,N,WS_Open,2,PORCURMENT(INCLUDING DELIEVERY OF RAW MATERIAL & PREFABRICATION OF MATERIAL AT ALZAMIL FACTORY),1252,26020,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,JMynNR9PGkiP/6K5ARDnlw,,
19,26034,4512,540,300,N,N,WS_Open,3,"CONSTRUCTION (INCLUDING SHOP FABRICATION,SITE CONSTRUCTION,INSTALLATION WORKS,MOBILIZATION,PAINTING)",1249,26021,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,D4KdoBFLF0uvmRptzdOLTw,krMEC0bdvkKQoX3J/9oXuA,
20,26035,4512,540,300,N,N,WS_Open,3,"CONSTRUCTION (INCLUDING SHOP FABRICATION,SITE CONSTRUCTION,INSTALLATION WORKS,MOBILIZATION,PAINTING)",1249,26020,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,mJT7DcO9CkmbvntwJ+XVzg,,
21,26036,4512,540,300,N,N,WS_Open,3,"CONSTRUCTION (INCLUDING SHOP FABRICATION,SITE CONSTRUCTION,INSTALLATION WORKS,MOBILIZATION,PAINTING)",1249,26018,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,26SoLZ2+vUG9y9QVKJTT8w,zBgWt/DdM06fBYSZZzbEtg,
22,26037,4512,540,100,N,N,WS_Open,1,ENGINEERING,1246,26020,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,tlNHNKAGWEar27Mx2maRtQ,,
23,26038,4512,540,1401,N,N,WS_Open,13,SHELL NOZZLES & MANHOLES(AZ PRE-FABRICATED WORKS),1248,26031,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,XVutUA9txE2ir5qG/qO8Cg,H+nYuUx6d0ety3+tvNCdcQ,
24,26039,4512,540,701,N,N,WS_Open,19,"Installation of only field instruments, which includes level transmitters and level gauges",1252,26031,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,fss8lT2RZ0+1PG2IUA57FQ,,
25,26040,4512,540,1201,N,N,WS_Open,11,"ANNULAR,BUTTOM & SUMP PLATE FABRICATION (AZ PRE-FABRICATION WORKS)",1248,26031,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,qQe0dahES0OukpwecbwDgQ,0fhCXhqfBk+w0JRxxJosyg,
26,26041,4512,540,803,N,N,WS_Open,16,PURCHASE ORDER PLACEMENT FOR MAJOR MATERIALS,1252,26031,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,jVYZCZv820ePDA0JjCOJdA,,
27,26042,4512,540,702,N,N,WS_Open,6,PLATES SUPPLIER,1252,26031,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,XdNmNkC7wEeHvmQ8RxE0ng,drVvp49BqUKJ9WLAyknZ7Q,
28,26043,4512,540,1701,N,N,WS_Open,20,Supply of Materials to Site,1248,26031,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,ZyZIpnyiy0uEbu4eElHibg,,
29,26044,4512,540,901,N,N,WS_Open,8,"PIPES&FITTINGS INCLUDING(FLANGES,ELBOWS,PAD PLATES,PIPES,NUTS,BOLTS)SUPPLIER INCLDUDING SPARE PARTS",1252,26031,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,Nvfu58/IVkyR7pUGpg72Kg,OCauZjPZEk2iMM+cowW8zw,
30,26045,4512,540,501,N,N,WS_Open,4,ALUMINUM DOME ROOF SUBCONTRACTOR,1252,26031,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,DbQaBIkafEKFgZT/ZgUzug,B4s/WnksW0OadyEE0FhaZw,
31,26046,4512,540,601,N,N,WS_Open,5,INSTRUMENTATION SUBCONTRACTOR,1252,26031,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,Xj5iIibMDk+AwpjWmVGtDw,GGpK6x9hYEy0m9tlumzMTw,
32,26047,4512,540,1400,N,N,WS_Open,11,ALUMINUM DOME ROOF (SITE INSTALLATION WORKS),1249,26036,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,qjxNj4tBUUulpBxlH/dSiw,TgUwdMpEX0mrdTBpPxkKwg,
33,26048,4512,540,1000,N,N,WS_Open,7,SHELL COURSE#3 (SITE INSTALLATION WORKS & TESTING),1249,26036,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,zvRJCEWnbkyr9NmLC8znbg,v7LEX3iXZ0mnJdq6kfbOEw,
34,26049,4512,540,1601,N,N,WS_Open,13,HYDROTESTING,1249,26036,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,fi9tXIgMpEujM5Hxz5Zo2Q,Ex23aBJbHUiBWD7AwkPaDg,
35,26050,4512,540,1701,N,N,WS_Open,14,EXTERNAL SITE PAINTING,1249,26036,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,AMnRFjyQ306lC1bDOLZIfQ,VMNeMz5AhUmhPjG+hikm7Q,
36,26051,4512,540,1800,N,N,WS_Open,15,INTERNAL SITE PAINTING,1249,26036,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,iD1Z/JD74EOSF/X3K4Qxbw,zgq3RKTg0UWfJAqxJsYx3Q,
37,26052,4512,540,1900,N,N,WS_Open,16,ELECTRICAL SITE WORKS,1249,26036,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,pZC4zHYcv0uAx4MBXGez2A,uBffArof40mBlOJJew8c+Q,
38,26053,4512,540,1301,N,N,WS_Open,12,"SHELL COURSES (AZ PRE-FABRICATED WORKS) #1,#2,#3,#4",1248,26031,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,RyjKZDHdwUCWE+3LdUW+KQ,GsjaauXyzkKTWUFs+3KPLg,
39,26054,4512,540,2101,N,N,WS_Open,18,HAND OVER TO CLIENT (COMMISSIONING),1251,26036,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,4DVJcykeO0+VbntiK5LTJg,UjZnuiKNYEaTdHNbX9M14A,
40,26055,4512,540,401,N,N,WS_Open,18,Complete installation of Cathodic Protection and CP monitoring for the Storage Tanks.,1252,26031,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,HLSaRvyI4k+a2jdn7IzKcA,,
41,26056,4512,540,501,N,N,WS_Open,2,CIVIL WORKS,1249,26036,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,bCy0pXRPZU2bT5KG4iiezA,gCz2jCnvkUuaDeow/wosig,
42,26057,4512,540,600,N,N,WS_Open,3,FOUNDATION WORKS,1249,26036,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,b3c82wFf/0qpA94MRI0Fsg,uKgFjcHx40691RMpIyU/Lg,
43,26058,4512,540,500,N,N,WS_Open,19,Complete MOBILIZATION of camp with Catering and accommodation facilities,1249,26036,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,PdmMPHfCa0ex1q8zeqh79g,,
44,26059,4512,540,701,N,N,WS_Open,4,ANNULAR & BOTTOM PLATES (SITE INSTALLATION WORKS),1249,26036,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,f1EeWXjnh0OMfUAswdSVyQ,/1K5/Uy1UEC+LMK3CP5nCQ,
45,26060,4512,540,800,N,N,WS_Open,5,SHELL COURSE #1(SITE INSTALLATION WORKS),1249,26036,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,J8N79x66aEmFydqEFJ396A,Kosa3/pED0+eCbu+NcuZ3Q,
46,26061,4512,540,900,N,N,WS_Open,6,SHELL COURSE#2(SITE INSTALLATION WORKS & TESTING),1249,26036,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,x15QPXHtLkuYayS5/xeSGg,+xd0tn/nukelrf11Oz940A,
47,26062,4512,540,2100,N,N,WS_Open,23,Third Party Testing and Commissioning,1249,26036,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,PhLx9Jg/JEmxdDnt+MU+mg,,
48,26063,4512,540,1100,N,N,WS_Open,8,SHELL COURSE#4 (SITE INSTALLATION WORKS & TESTING),1249,26036,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,+GummSr9wUmib3DWFS7JFQ,MyACOZQTKEmgod7rZ1juzg,
49,26064,4512,540,1600,N,N,WS_Open,25,MCC,1249,26036,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,W6C8ekM7zEOUezyYNaIOlw,,
50,26065,4512,540,804,N,N,WS_Open,7,"PROFILE MATERIAL INCLUDING(beams,Angels,Round bars,Flatbars,Checkers Plates)",1252,26031,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,y3n1H4Qmrkqbl8FbCzd/cw,Af+1892FsESN2LkS/XK1Sg,
51,26066,4512,540,101,N,N,WS_Open,1,SOIL INVESTIGATION SUBCONTRACTOR,1246,26025,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,7laSukXliUGRdisoefIoag,ARjR+t90OkCHSjJ2ET+/9g,
52,26067,4512,540,1001,N,N,WS_Open,9,PAINT SUPPLIER,1252,26031,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,563OMcnhyUWaLLbMkZED+w,/3BciHYZDEqTF4dfGTsL1w,
53,26068,4512,540,1101,N,N,WS_Open,10,RAW MATERIAL DELIEVERY TO ALZAMIL FACTORY,1252,26031,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,4bQ4GmALJkueg7tIAlk1Lw,PMHopBMYBUSkE5wsQSKrGw,
54,26069,4512,540,201,N,N,WS_Open,4,Complete survey and Geotechnical Investigation for Master Pump Station,1246,26025,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,+5di5VGEX0qHPFkCYJrtLQ,,
55,26070,4512,540,301,N,N,WS_Open,5,Complete Engineering design and Calculations,1246,26025,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,sUTCd1JHzUSlKBU/N7dWXA,,
56,26071,4512,540,402,N,N,WS_Open,6,Complete Fabrication and GA Drawing with Bill of Quantities,1246,26025,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,0jtwNc7imE24BS/0sZKJgQ,,
57,26072,4512,540,1501,N,N,WS_Open,14,"PLATFORMS,STARIS &HANDRAILS9AZ-PRE FABRICATED WORKS)",1248,26031,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,0olwHwJzo0afeR4XE642eg,guYQiYUWmkmv3ag+zOrjcg,
58,26073,4512,540,402,N,N,WS_Open,3,CIVIL & FOUNDATION MATERIAL,1252,26031,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,C4XfHZCkfUKjlBA6bKCkOg,JK/IpYnzjkyLjtZ9dH9ySg,
59,26074,4512,540,400,N,N,WS_Open,1,"MOBILIZATION(INCLUDING ACCOMODATION,FABRICATION YARD & AZ EQUIPMENT)",1249,26036,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,cO04WK2muk6bbmG1Or1Hiw,AGTFxPdmvkmLYfWV3zWKzg,
60,26075,4512,540,801,N,N,WS_Open,17,"Material Requisition approval for Steel plates, Cathodic Protection, field instruments etc.",1252,26031,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,1jL8IpYImkOw8VUl3CJFdQ,5tLrXBem3kKAsSgRzc8wvg,
61,26076,4512,540,302,N,N,WS_Open,3,ENGINEERING TANK & FOUNDATION DRAWINGS,1246,26032,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,SGfYLO6uSECmfdLn7Z5wMA,CmF4eJIWJEKEZjGDBNvn4A,
62,26077,4512,540,201,N,N,WS_Open,4,Complete survey and Geotechnical Investigation for Master Pump Station,1246,26032,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,95Swn0Iu9EO5yVHNg6Iqdw,,
63,26078,4512,540,301,N,N,WS_Open,5,Complete Engineering design and Calculations,1246,26032,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,1Cc+rwX0XEi7Q56lEdH9jg,,
64,26079,4512,540,402,N,N,WS_Open,6,Complete Fabrication and GA Drawing with Bill of Quantities,1246,26032,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,pbvrB/ErfE6tJYaJihYqzQ,,
65,26080,4512,540,301,N,N,WS_Open,2,CATHODIC PROTECTION SYSTEM SUBCONTRACTOR,1252,26031,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,R84W5T5F50yjhoyHitJqZw,dMCUZEZS6kq59ATkjlx26A,
66,26081,4512,540,402,N,N,WS_Open,3,CIVIL & FOUNDATION,1252,26028,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,0+yjVrlYnUWIxkimL6xdFQ,JK/IpYnzjkyLjtZ9dH9ySg,
67,26082,4512,540,2201,N,N,WS_Open,24,Project Completion (TK3),1251,26036,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,9d5T2y12cEKIsrfdJGNMVg,,
68,26083,4512,540,702,N,N,WS_Open,6,PLATES SUPPLIER,1252,26028,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,cA/hGJSweE2k8kSiLIoduA,drVvp49BqUKJ9WLAyknZ7Q,
69,26084,4512,540,803,N,N,WS_Open,7,"PROFILE MATERIAL INCLUDING(beams,Angels,Round bars,Flatbars,Checkers Plates)",1252,26028,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,LObLl+MBgk2mqaTfIIIXdg,Af+1892FsESN2LkS/XK1Sg,
70,26085,4512,540,901,N,N,WS_Open,8,"PIPES&FITTINGS INCLUDING(FLANGES,ELBOWS,PAD PLATES,PIPES,NUTS,BOLTS)SUPPLIER INCLDUDING SPARE PARTS",1252,26028,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,I7EPjC3f9EKhvLy2/ZdDeg,OCauZjPZEk2iMM+cowW8zw,
71,26086,4512,540,1200,N,N,WS_Open,9,CURB ANGLE(SITE INSTALLATION WORKS),1249,26036,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,uuZ3fZWKQkKWFOW34Cqd3g,dV+H4jiJw06meqVW6BGi1Q,
72,26087,4512,540,1300,N,N,WS_Open,10,SHELL MANHOLES & NOZZLES (SITE INSTALLATION WORKS),1249,26036,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,Mar+VSr+6kKYlP5FiqCr8A,D+ubeaUUpUy3Dd/83aEKXQ,
73,26088,4512,540,1201,N,N,WS_Open,11,"ANNULAR,BUTTOM & SUMP PLATE FABRICATION (AZ PRE-FABRICATION WORKS)",1252,26028,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,AFfW1iCnuku8WsUVfNq/wA,0fhCXhqfBk+w0JRxxJosyg,
74,26089,4512,540,1500,N,N,WS_Open,12,PLATFORMS & HANDRAILS (SITE INSTALLATION WORKS),1249,26036,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,CROjTbTz+UKyXAny96Zudw,tsDD0NCSZkaRx71RV3kr0g,
75,26090,4512,540,1401,N,N,WS_Open,13,SHELL NOZZLES & MANHOLES(AZ PRE-FABRICATED WORKS),1252,26028,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,h4VSFJmhUUeGxFzRp/xE8A,H+nYuUx6d0ety3+tvNCdcQ,
76,26091,4512,540,1101,N,N,WS_Open,10,RAW MATERIAL DELIEVERY TO ALZAMIL FACTORY,1252,26028,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,T+jVxtQ5kU6O/wOgGpZc/Q,PMHopBMYBUSkE5wsQSKrGw,
77,26092,4512,540,201,N,N,WS_Open,1,CAMP FACILITIES & SITE OFFICIES,1252,26028,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,g2JllC2i2EOU0CqIws6ZXw,x2NO3iR4J0uMsjTNEPy7fg,
78,26093,4512,540,301,N,N,WS_Open,2,CATHODIC PROTECTION SYSTEM SUBCONTRACTOR,1252,26028,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,yB+kUy8JmUyBGAFWMgSUIQ,dMCUZEZS6kq59ATkjlx26A,
79,26094,4512,540,2001,N,N,WS_Open,17,THIRD PARTY INSPECTION,1249,26036,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,813N2BBuIEehzlMTQyKZbQ,l+3IWCexF0WrytvhpHWkLg,
80,26095,4512,540,1601,N,N,WS_Open,15,DELIEVERY OF THE PRE-FABRICATED MATERIAL TO MA'ADEN SITE,1252,26028,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,hjX8f7ZHtEi5UwcBUDHwSw,HZiMcGIrm068ETNfh/C9fQ,
81,26096,4512,540,801,N,N,WS_Open,17,"Material Requisition approval for Steel plates, Cathodic Protection, field instruments etc.",1252,26028,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,KFRmOurlpUqxzJh1H1LXFA,qp8X19tE4kepMQvdaSTozw,
82,26097,4512,540,802,N,N,WS_Open,16,Purchase Order placement for Major Materials,1252,26028,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,ovUZlzYwNEW1PTX18ICZBQ,m7nhb/9vh0ynicC+BqcBAA,
83,26098,4512,540,401,N,N,WS_Open,18,Complete installation of Cathodic Protection and CP monitoring for the Storage Tanks.,1252,26028,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,YEWpccXw00mi5ulhppuN2A,,
84,26099,4512,540,1701,N,N,WS_Open,19,Supply of Materials to Site,1252,26028,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,SuH3tLQmnkW520wzTZ+VDQ,,
85,26100,4512,540,700,N,N,WS_Open,20,"Complete construction of Civil/Structural Work , including excavation, backfill",1249,26036,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,/bRaqjILv0imU8xIrv7LXQ,,
86,26101,4512,540,501,N,N,WS_Open,4,ALUMINUM DOME ROOF SUBCONTRACTOR,1252,26028,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,GahAhBcs9U+j/gv7558Osg,B4s/WnksW0OadyEE0FhaZw,
87,26102,4512,540,2000,N,N,WS_Open,22,Complete Installation of Task Lighting for the tanks including Cabling,1249,26036,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,u74CPhEIM0as6HKSSPyDDA,,
88,26103,4512,540,1000,N,N,WS_Open,7,SHELL COURSE#3 (SITE INSTALLATION WORKS & TESTING),1249,26024,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,BBYeftoO6k2YHxsE0tXKRQ,v7LEX3iXZ0mnJdq6kfbOEw,
89,26104,4512,540,1100,N,N,WS_Open,8,SHELL COURSE#4 (SITE (SITE INSTALLATION WORKS & TESTING),1249,26024,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,yKBIfTVMeEmwi6GMmOk2Hw,MyACOZQTKEmgod7rZ1juzg,
90,26105,4512,540,1200,N,N,WS_Open,9,CURB ANGLE(SITE INSTALLATION WORKS),1249,26024,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,Nut61QUMiU6F+8B0GeU7VQ,dV+H4jiJw06meqVW6BGi1Q,
91,26106,4512,540,1300,N,N,WS_Open,10,SHELL MANHOLES & NOZZLES (SITE Installation WORKS & TESTING),1249,26024,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,0xSjjY/p+ky+4yAJEUtK1g,D+ubeaUUpUy3Dd/83aEKXQ,
92,26107,4512,540,1400,N,N,WS_Open,11,ALUMINUM DOME ROOF (SITE INSTALLATION WORKS),1249,26024,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,MJu1hYODakG3XdsPr5QgsQ,TgUwdMpEX0mrdTBpPxkKwg,
93,26108,4512,540,202,N,N,WS_Open,2,ENGINEERING DESIGN CALCULATIONS),1246,26025,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,4j5TY0a8tE+3N8ZqWxlwnQ,Hj17W0WMFE28fN8NYBqdiA,
94,26109,4512,540,302,N,N,WS_Open,3,ENGINEERING TANK & FOUNDATION DRAWINGS,1246,26025,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,B/77dhuCD0ufUzyX9hXHXg,CmF4eJIWJEKEZjGDBNvn4A,
95,26110,4512,540,1701,N,N,WS_Open,14,EXTERNAL SITE PAINTING,1249,26024,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,+3CI1i7MGUSn2hFzTgsxAw,VMNeMz5AhUmhPjG+hikm7Q,
