,actv_code_id,parent_actv_code_id,actv_code_type_id,actv_code_name,short_name,seq_num
131,13228,,10488,Platform Fabrication Contracting package,47,109
132,13229,,10488,Jacket and piles installation,48,110
133,13230,,10488,Topside fabrication and pre-commissioning,49,111
134,13231,,10488,Electrical bulk,50,112
135,13232,,10488,Deck design package,51,113
136,13233,,10488,Deck fabrication,52,114
137,13234,,10488,(New Code Value),53,115
138,13235,,10488,Topside design package,54,116
139,13236,,10488,Sealine fabrication,55,117
140,13237,,10488,Sealine design package,56,118
141,13238,,10488,Sealine installation and tie-ins,57,119
142,13239,,10488,(New Code Value),58,120
143,13240,,10488,(New Code Value),59,121
144,13241,,10488,Shrinkable sleeves,60,122
145,13242,,10488,(New Code Value),61,123
146,13243,,10488,(New Code Value),62,124
147,13244,,10488,(New Code Value),63,125
148,13245,,10488,(New Code Value),64,126
149,13246,,10488,Topside module installation,65,127
150,13247,,10488,Drilling and completion,66,128
151,13248,,10488,Commissioning and startup,67,129
152,13249,,10488,Sacrifical anodes,68,130
153,13250,,10488,(New Code Value),69,131
154,13251,,10488,Special items,70,132
155,13252,,10488,Common activities/areas,00,2
156,13354,,9599,CORROSION MONITORING,40601,3400
157,13355,,9599,A.S. SPECIAL VALVES,42112,5800
158,13356,,9600,Delivery at Site,19,1200
