,actv_code_id,parent_actv_code_id,actv_code_type_id,actv_code_name,short_name,seq_num,color
121,8596,,5280,Overhead Coiling Doors,083,1201,
122,8597,,5280,Hardware (Ironmongery),087,1301,
123,8598,,5280,Gypsum Partitions,092,1501,
124,8599,,5280,Tile,093,1601,
125,8600,,5280,Ceiling Finishes,095,1701,
126,8601,,5280,Floor Finishes,096,1801,
127,8602,,5280,Wall finishes,097,1901,
128,8603,,5280,Painting,099,2301,
129,8604,,5280,Specialities,102,2401,
130,8605,,5280,FF&E,110,2501,
131,8606,,5280,Elevators,142,2701,
132,8607,,5280,Escalators,143,2901,
133,8608,,5280,Fire Supression,211,2001,
134,8609,,5280,Plumbing,220,2101,
135,8610,,5280,HVAC,230,2201,
136,8611,,5280,Electrical,260,2202,
137,8612,,5280,ELV Systems,270,3201,
138,8613,,5280,Site works,312,3501,
139,8614,,5280,Landscaping,321,3601,
140,8615,,5280,Utilities,330,3901,
141,8616,,5280,Pnuematic Conveying Lines,403,4001,
142,8617,,5279,Snagging & Commissioning,SC,1401,
143,8618,,5279,Milestones,MI,0,
144,8619,,5280,Milestones,001,1,
145,8620,,5280,Commissioning,018,4,
146,8621,,5280,Inspection,010,2,
147,8622,,5277,Vertical Floor,VT,301,
148,8623,,5282,1st fix,1S,0,
149,8624,,5282,Final fix,FF,300,
150,8625,,5282,2nd fix,2n,1,
151,8626,,5279,Signage,SA,2,
152,8627,,5282,Risers,RI,400,
153,8628,,5274,Contract Milestone,CM,1,
154,8629,,5279,Finish,FI,2,
155,8630,,5278,Common Zone,CO,0,
156,8631,,5278,Milestones,MI,1,
157,8632,,5278,Controlled Zone,CZ,101,
158,8633,,5278,TR Room Hand Over,TH,301,
159,8634,,5278,Section,SO,401,
160,8635,,5278,Mech Room,M1,2101,
161,8636,,5278,Elec Room,ER,2201,
162,8637,,5278,Roof,RF,2401,
163,8638,,5278,BMU,BM,2501,
164,8639,,5278,#39.40,39,12401,
165,8640,,5278,Vertical Zone,VT,1,
166,8641,,5278,Leave Out,LT,1,
167,8642,,5283,D&T BUILDING (LEVEL  P3-L5),DT,90,
168,8643,,5283,GALLERY AND ADMIN (P3-L3),GA,110,
169,8644,,5283,ICU BUILDING (LEVEL 5 - 8),IC,130,
170,8645,,5283,SWING BUILDING (LEVEL 5-8),SW,140,
171,8646,,5283,PATIENT TOWER (LEVEL 8-21),PA,150,
172,8647,,5284,P3 - L5 (GRIDS 12.6 TO 17 & Z TO AL) SEQ-3,P03,30,
173,8648,,5284,P3 - L3 (GRIDS 6 TO 8 & Z TO AR) SEQ-6,P12,60,
174,8649,,5284,L5 - L8LR (GRIDS 17 TO 20 & AG.5 TO AL) SEQ-8B,5TH,80,
175,8650,,5284,L5 - L8LR (GRID 17 TO 20 &  AA-AD) SEQ-8A,6T,90,
176,8651,,5284,L8 - L10 (GRIDS 17 TO 20 & Y TO AM) SEQ-10,TRUS,140,
177,8652,,5284,L10 - L14 (GRIDS 17 TO 20 & Y TO AM) SEQ-12A,10TH,150,
178,8653,,5284,L22 ROOF  (GRIDS 18 TO 19 & AB TO AK) SEQ-12D,22ND,180,
179,8654,,5285,AREA G;EL.130.0m TO EL.154.5m,C,30,
180,8655,,5285,AREA G& L;EL.154.5m TO 164.5m,D,40,
181,8656,,5285,AREA G&L; EL.164.5m To 184.5m,E,50,
182,8657,,5285,AREA G&L; EL.219.5m To 224.5m,H,80,
183,8658,,5285,AREA L;EL.130.0m TO 154.5m,K1,120,
184,8659,,5285,"AREA M, K; EL.86.5m TO EL.150.0m",O,170,
185,8660,,5285,"AREA A ,E,J; EL.86.5m TO EL.112.0m",R,200,
186,8661,,5286,"TOTAL WEIGHT = 3978MT, TOTAL QTY = 2823NOS",A3,30,
187,8662,,5286,"TOTAL WEIGHT = 1152.1MT, TOTAL QTY = 1321NOS",A6,60,
188,8663,,5286,"TOTAL WEIGHT = 1221MT, TOTAL QTY = 778NOS",A8A,80,
189,8664,,5286,"TOTAL WEIGHT = 1198MT, TOTAL QTY = 725NOS",A8B,90,
190,8665,,5286,"TOTAL WEIGHT = 2146MT, TOTAL QTY = 1110NOS",A10,120,
191,8666,,5286,"TOTAL WEIGHT = 1766.4MT, TOTAL QTY = 2321NOS",A12A,140,
192,8667,,5286,"TOTAL WEIGHT = 83.4MT, TOTAL QTY = 224NOS",A12D,170,
193,8668,,5287,Erection at site,EREC,30,
194,8669,,5287,Metal decking,MDEC,40,
195,8670,,5288,Podium 2 / 90.00,POD2,10,
196,8671,,5288,GF - Ground Floor + 100.00,GFLR,30,
197,8672,,5288,Level 1 / +106.00,1FLR,40,
198,8673,,5288,Level 6 / +135.00,6FLR,90,
199,8674,,5288,Level 10 / +164.50,10FLR,140,
200,8675,,5288,Level 11 / +169.50,11FLR,150,
201,8676,,5288,Level 22 Floor Roof / +224.50,ROOF,260,
202,8677,,5287,Fireproofing works,FIRE,50,
203,8678,,149,CONSTRUCTION,Z2,30,
204,8679,,5274,Diagnostic & Treatment,DT,200,
205,8680,,5274,Central Utility Plant,UP,700,
206,8681,,5274,Car Park,PA,800,
207,8682,,5274,Landscape & External,LA,900,
208,8683,,5274,Gallery,GA,300,
209,8684,,5274,Swing Wing,SW,400,
210,8685,,5274,ICU Building,IC,500,
211,8686,,5274,Patient Tower,PT,600,
212,8687,,5277,Level 5,05,1401,
213,8688,,5277,Level 6,06,1501,
214,8689,,5277,Level 7,07,1601,
215,8690,,5277,Level 8,08,1701,
216,8691,,5277,Level 9,09,1801,
217,8692,,5277,Level 10,10,1901,
218,8693,,5277,Level 11,11,2001,
219,8694,,5277,Level 12,12,2101,
220,8695,,5277,Level 13,13,2201,
221,8696,,5277,Level 14,14,2301,
222,8697,,5277,Level 15,15,2401,
223,8698,,5277,Level 16,16,2501,
224,8699,,5277,Level 17,17,2601,
225,8700,,5277,Level 18,18,2701,
226,8701,,5277,Level 19,19,2801,
227,8702,,5277,Level 20,20,2901,
228,8703,,5277,Level 21,21,3001,
229,8704,,5277,Roof Level 8,R8,3301,
230,8705,,5277,Roof Level 21,RX,3501,
231,8706,,5276,Metals,05,400,
232,8707,,5276,Thermal and Moisture Proection,07,600,
233,8708,,5276,Finishes,09,800,
234,8709,,5276,Equipment,11,1000,
235,8710,,5276,Plumbing,20,1900,
236,8711,,5276,HVAC,21,2000,
237,8712,,5276,Fire Alarm,22,2100,
238,8713,,5276,Fire Protection,23,2200,
239,8714,,5276,Sanitary Drainage,24,2300,
240,8715,,5276,Telecom and Security,26,2500,
241,8716,,5276,Lightning Protection,27,2600,
242,8717,,5276,External Improvements,60,3100,
243,8718,,5277,External,EX,201,
244,8719,,5281,Activity 25,49,3000,
245,8720,,5281,Activity 28,55,3300,
246,8721,,5281,Activity 30,59,3500,
247,8722,,5281,Activity 31,61,3600,
248,8723,,5281,Activity 32,63,3700,
249,8724,,5281,Activity 33,65,3800,
250,8725,,5281,Activity 34,67,3900,
251,8726,,5281,Activity 34,69,4000,
252,8727,,5281,Activity 34,79,4104,
253,8728,,5281,Activity 34,81,4105,
254,8729,,5281,Activity 34,83,4106,
255,8730,,5281,Activity 34,85,4200,
256,8731,,5281,Activity 34,89,4400,
257,8732,,5281,Activity 34,91,4500,
258,8733,,5281,Activity 34,93,4600,
259,8734,,5281,Activity 34,95,4700,
260,8735,,5281,Activity 34,99,4900,
261,8736,,5281,Activity 34,28,4114,
262,8737,,5281,Activity 34,40,4120,
263,8738,,5281,Activity 34,44,4122,
264,8739,,5281,Activity 34,48,4124,
265,8740,,5281,Activity 34,50,4125,
266,8741,,5281,Activity 34,58,4129,
267,8742,,5281,Activity 34,62,4131,
268,8743,,5281,Activity 34,64,4132,
269,8744,,5281,Activity 34,66,4133,
270,8745,,5281,Activity 34,68,4134,
271,8746,,5281,Activity 34,70,4135,
272,8747,,5281,Activity 34,72,4136,
273,8748,,5281,Activity 34,78,4139,
274,8749,,5281,Activity 34,82,4141,
275,8750,,5281,Activity 34,84,4142,
276,8751,,5281,Activity 34,88,4144,
277,8752,,5281,Activity 34,90,4145,
278,8753,,5281,Activity 34,92,4146,
279,8754,,5281,Activity 34,94,4147,
280,8755,,5281,Activity 34,98,4149,
281,8756,,5280,Special Cosntruction,133,2601,
282,8757,,5280,Irrigation,328,3701,
283,8758,,5280,Plants & planting,329,3801,
284,8759,,5289,ETA,ETA,0,
285,8760,,5275,General,G,100,
286,8761,,5275,Fabrication,F,500,
287,8762,,5289,SIXCO SAMSUNG JV,SIS,1,
288,8763,,5278,HV ROOM - AP3W009,HV,7301,
289,8764,,5278,TRANSFORMER ROOM - AP3W008,TA,7401,
290,8765,,5278,MAIN HV ELECTRICAL ROOM - AP3W010,ME,7501,
291,8766,,5278,OFFICES / SHOPS & TOILETS,OS,7601,
292,8767,,5278,CORRIDOR & STAIRCASE,CS,7701,
293,8768,,5278,BOILER & HOT WATER PUMP ROOM - AP3W023,BH,7801,
294,8769,,5278,MEDICAL GAS PLANT ROOM - AP3Y020,MG,7901,
295,8770,,5278,FAN ROOM - AP3W021,FR,8001,
296,8771,,5278,COLD WATER PUMP ROOM & GENERATOR COOLING RADIATOR ROOM,CW,8201,
297,8772,,5278,BATTERY ROOM - AP3X007,BR,8301,
298,8773,,5278,MAIN TRANSFORMER ROOM (3NOS.),MT,8501,
299,8774,,5278,HV SWITCH GEAR ROOM,SG,8601,
300,8775,,5278,LOADING DOCK,DO,8701,
301,8776,,5278,"PARALLING SWITCH GEAR ROOM 1,2 & 3",PS,8801,
302,8777,,5278,MECHANICAL FAN ROOM,MF,8901,
303,8778,,5278,MEZZANINE LEVEL WORKS,ML,9101,
304,8779,,5278,BACK FLOW PREVENTION ROOM,FP,9301,
305,8780,,5278,UNDER GROUND FUEL OIL SYSTEM,GF,9401,
306,8781,,5276,Backfilling & Drainage,31,201,
307,8782,,5274,All Building,AB,0,
308,8783,,5280,Temporary Facilities,015,3,
309,8784,,5279,Temporary ,TE,2,
310,8785,,5277,Logistic,LZ,401,
311,8786,,5274,Mockup,MO,1,
312,8787,,5278,Mech Room-2,M2,201,
313,8788,,5278,Zone SA,SA,601,
314,8789,,5278,Zone SB,SB,701,
315,8790,,5278,Zone SE,SE,1001,
316,8791,,5278,Zone S3,S3,1301,
317,8792,,5278,Zone S4,S4,1401,
318,8793,,5278,Solar Panel,SP,2601,
319,8794,,5278,Staff Trainning Center,SF,3301,
320,8795,,5278,Pharmacy W/S,PH,3401,
321,8796,,5278,Clinical Lab W/S,CL,3501,
322,8797,,5278,Fire water tank / Grey water tank,FW,3601,
323,8798,,5278,Storage /Crawl space,SR,3701,
324,8799,,5278,Kitchen / Storage / Linen,KS,3801,
325,8800,,5278,Ster Proc / Toilet & Locker Rm,LO,3901,
326,8801,,5278,Loading Dock & Tunnel,LD,4001,
327,8802,,5278,"Treat, Observ, Fast Track",TF,4201,
328,8803,,5278,"Phlebotomy, Radiograpy",PR,4401,
329,8804,,5278,Canyon Artrium (From GF) + ST LNG,AR,4501,
330,8805,,5278,"NEURO OR , Pat Hold , PREP/RECV",NE,4601,
331,8806,,5278,"CV OR , PAT HOLD , PREP/RECV",CV,4701,
332,8807,,5278,"PAT RM-PRE ADMIT, Office, ST LKR & TLT",OF,4801,
333,8808,,5278,"CATH LAB, EP LAB, PREP-RECV",LA,4901,
334,8809,,5278,"GEN OR, PAT HOLD, PREP/RECV",G1,5001,
335,8810,,5278,"GEN OR, PAT HOLD, PREP/RECV-1",G2,5101,
336,8811,,5278,"PREP/RECV , ENDO, UROL PROC",UR,5201,
337,8812,,5278,"EYE OR, PLASTIC OR, INDUCT, PREP/RECV",EY,5301,
338,8813,,5278,PAT RM-1,P1,5501,
339,8814,,5278,PAT RM-2,P2,5601,
340,8815,,5278,"SLP SUITE, ON-CALL SUITE, CONF, LNG",SL,5701,
341,8816,,5278,"Kitchen, Employee Servery & Dinning",KI,5801,
342,8817,,5278,Faculty  Office,F1,5901,
343,8818,,5278,Faculty  Office-2,F2,6001,
344,8819,,5278,Artrium / Corridor,AC,6101,
345,8820,,5278,Ambulatory Lounge,AL,6201,
346,8821,,5278,HELI PORT,HP,6301,
347,8822,,5278,Royal Kitchen,RK,6501,
348,8823,,5278,Royal PAT RM,R1,6601,
349,8824,,5278,Royal PAT RM-2,R2,6701,
350,8825,,5278,"Auditorium, Ballroom , TLT , Staging KIT",AB,6901,
351,8826,,5278,"Fitness , LKR & TLT",FT,7001,
352,8827,,5278,Mockup,MU,1,
353,8828,,5278,Tower Crane  Facility,TC,1,
354,8829,,5278,Hoist Car  Facility,HC,1,
355,8830,,5278,Parking Area,PK,1,
356,8831,,5278,ES #11,ES11,14701,
357,8832,,5278,ES #07,ES07,14601,
358,8833,,5278,ES #09,ES09,14501,
359,8834,,5278,#01,01,14401,
360,8835,,5278,#02~06,02,14301,
361,8836,,5278,#07~08,07,14201,
362,8837,,5278,#09,09,14101,
363,8838,,5278,#10~11,10,14001,
364,8839,,5278,#12~13,12,13901,
365,8840,,5278,#14~15,14,13801,
366,8841,,5278,#16~17,16,13701,
367,8842,,5278,#18~19,18,13601,
368,8843,,5278,#20~23,20,13501,
369,8844,,5278,#24,24,13401,
370,8845,,5278,#25,25,13301,
371,8846,,5278,#26~27,26,13201,
372,8847,,5278,#28~29,28,13101,
373,8848,,5278,#30,30,13001,
374,8849,,5278,#31,31,12901,
375,8850,,5278,#32,32,12801,
376,8851,,5278,#33,33,12701,
377,8852,,5278,#34~35,34,12601,
378,8853,,5278,#36~38,36,12501,
379,8854,,5278,#41.42,41,12301,
380,8855,,5278,#43~45,43,12201,
381,8856,,5278,"#46~48, 61",46,12101,
382,8857,,5278,#49,49,12001,
383,8858,,5278,#50~52,50,11901,
384,8859,,5278,#53~58,53,11801,
385,8860,,5278,#54,54,11701,
386,8861,,5279,Mockup,MU,1,
387,8862,,5280,Mockup,000,0,
388,8863,,5278,"Recept ,Gen Wait",RG,7101,
389,8864,,5278,"Recept Desk,Hall Way",RD,7201,
390,8865,,5278,Zone S5,S5,1402,
391,8866,,5278,Zone S6,S6,1403,
392,8867,,5278,Zone S7,S7,1404,
393,8868,,5278,Zone S8,S8,1405,
394,8869,,5278,Zone S9,S9,1406,
395,8870,,5278,Zone S10,SX,1407,
396,8871,,5278,Zone S11,SY,1408,
397,8872,,5278,HEAT EXCH. CHW PUMP RM,HE,1,
398,8873,,5278,LV RM,LV,1,
399,8874,,5291,Zone S1,S1,100,
400,8875,,5291,Zone S2,S2,200,
401,8876,,5291,Zone S3,S3,300,
402,8877,,5291,Zone S4,S4,400,
403,8878,,5290,Zone S8,S8,700,
404,8879,,5290,Zone S9,S9,800,
405,8880,,5290,Zone S10,S10,900,
406,8881,,5290,Zone S11,S11,1000,
407,8882,,5290,Zone PA,PA,1100,
408,8883,,5290,Zone PB,PB,1200,
409,8884,,5290,Zone PC,PC,1300,
410,8885,,5278,T & C & SNAGGING,TS,1,
411,8886,,5278,Water Supply,WS,1,
412,8887,,5278,Drainage Service,DS,1,
413,8888,,5278,Energisation,EN,1,
414,8889,,5278,Wild Air,WA,1,
415,8890,,5290,Zone S1,S1,0,
416,8891,,5290,Zone S2,S2,1,
417,8892,,5290,Zone S3,S3,100,
418,8893,,5290,Zone S4,S4,300,
419,8894,,5290,Zone S5,S5,400,
420,8895,,5290,Zone S6,S6,500,
421,8896,,5290,Zone S7,S7,600,
422,8897,,5278,Landscaping- P3 Water Feature,3P,14801,
423,8898,,5278,Landscaping- P3 Promenade Green,3W,14801,
424,8899,,5279,Fabrication & Delivery,FD,1,
425,8900,,5278,Main TR Server & Etisalat Room,ET,1,
426,8901,,5292,South,S,0,
427,8902,,5292,North,N,100,
428,8903,,5278,Landscaping- Cube Pool & Reflecting Pool,GP,14801,
429,8904,,5278,Landscaping- Great Lawn Area,GS,14801,
430,8905,,5278,Landscaping- North Parking Area (GN),GN,14801,
431,8906,,5278,Landscaping- Clinic Entrance Area,GE,14801,
432,8907,,5278,Landscaping- Emergency Parking Area,GA,14801,
433,8908,,5278,Landscaping- CUP area,GC,14801,
434,8909,,5278,Landscaping- P1 Water Features,1P,14801,
435,8910,,5290,Zone PE,PE,1,
436,8911,,5290,Zone PD,PD,1,
437,8912,,5294,VERTICAL TRANSPORTATION,B11,1000,
438,8913,,5293,CUP,BILL 3,200,
439,8914,,5293,Clinic,BILL 4,300,
440,8915,,5293,D & T,BILL 5,400,
441,8916,,5293,Gallery,BILL 6,500,
442,8917,,5293,ICU Building,BILL 8,700,
443,8918,,5293,SWING Building,BILL 9,800,
444,8919,,5293,Patient Tower,BILL 10,900,
445,8920,,5293,Vertical Transportation,BILL 11,1000,
446,8921,,5293,Landscaping to Roof AT,BILL 12,1100,
447,8922,,5293,External Work,BILL 13,1200,
448,8923,,5294,CAR PARK,B02,100,
449,8924,,5294,CUP,B03,200,
450,8925,,5293,Car Park,BILL 2,100,
451,8926,,5294,CLINIC,B04,300,
452,8927,,5294,D & T,B05,400,
453,8928,,5294,GALLERY,B06,500,
454,8929,,5294,SWING BUILDING,B09,800,
455,8930,,5294,PATIENT TOWER,B10,900,
456,8931,,5294,LANDSCAPING TO ROOF AT LEVEL 5,B12,1100,
457,8932,,5294,EXTERNAL WORKS AT GROUND & PODIUM,B13,1200,
458,8933,,5278,Platform Lift,PL,11702,
459,8934,,5294,ICU BUILDING,B08,700,
460,8935,,5295,Section 2 - Time for Completion,S2,100,
461,8936,,5295,Section 3 - Time for Completion,S3,200,
462,8937,,5295,Section 1 - Time for Completion,S1,0,
463,8938,,5301,MEP 1st Fix,ACF04,300,
464,8939,,5303,PD-1 ZONE,PD-1,106,
465,8940,,5303,PC-1 ZONE,PC-1,104,
466,8941,,5301,Lifts and Escalators,ACF11,1000,
467,8942,,5302,M,M,200,
468,8943,,5301,General,ACF00,0,
469,8944,,5303,PB-2 ZONE,PB-2,102,
470,8945,,5303,PB-3 ZONE,PB-3,103,
471,8946,,5303,PE-2 ZONE,PE-2,402,
472,8947,,5303,PE-3 ZONE,PE-3,502,
473,8948,,5301,Finishes,ACF06,500,
474,8949,,5303,PD-2 ZONE,PD-2,202,
475,8950,,5290,RC Wall,SW,1,
476,8951,,5306,Variation Order No. 010,VO_010,108,
477,8952,,5305,Lifts and Elevators,14X,40,
478,8953,,5304,BMU,BMU,301,
479,8954,,5304,MEP,MEP,300,
480,8955,,5304,Lift Escalators,LE,400,
481,8956,,5304,Food Service and Kitchen Equipment,FK,500,
482,8957,,5304,Facade,FA,2,
483,8958,,5296,Inspections,IN,2403,
484,8959,,5279,Earthworks,EK,2,
485,8960,,5296,Blockwork,BL,1503,
486,8961,,5294,GENERAL REQUIREMENTS,B01,0,
487,8962,,5296,Secondary Steel,SES,1303,
488,8964,,5298,RENAME,RENAME,100,
489,8965,,5280,GENERAL,GEN,2,
490,8966,,5297,Rev 00 - Original Accepted Baseline,R00,0,
491,8967,,5296,Partitions,GP,1103,
492,8968,,5296,Waterproofing,WP,1203,
493,8969,,5296,Facade,FAC,1403,
494,8970,,5296,Commissioning,COM,2503,
495,8971,,5296,Doors and Ironmongery,DI,1603,
496,8972,,5296,Contract Milestones,MI,0,
497,8973,,5296,Mock Up,MU,503,
498,8974,,5296,Siteworks,SW,803,
499,8975,,5278,RC WALL,RC,1,
500,8976,,5276,General,01,2,
501,8977,,5278,GENERAL,GEN,1,
502,8978,,5296,Landscaping and External Cladding,LND,2303,
503,8979,,5296,Hoists,HT,603,
504,8980,,5296,Finishing,FG,2003,
505,8981,,5296,Woodworks / Caseworks,WW,1903,
506,8982,,5296,Lifts and Escalators,VT,2103,
507,8983,,5296,Specialties,SP,2203,
508,8984,,5279,Piling,PI,1,
509,8985,,5296,Tower Cranes,TC,403,
510,8986,,5296,FF & E,FF&E,1803,
511,8987,,5296,Concrete,CON,903,
512,8988,,5296,Structural Steel,SS,1003,
513,8989,,5296,MEP,MEP,1703,
514,8990,,5274,Section 3 Building,S3,301,
515,8991,,5279,Furnishing,FU,502,
516,8992,,5302,E,E,0,
517,8993,,5302,H,H,1,
518,8994,,5306,Variation Order No. 002,VO_002,100,
519,8995,,5306,Variation Order No. 009,VO_009,107,
520,8996,,5305,Finishing,090X,29,
521,8997,,5306,Variation Order No. 003,VO_003,101,
522,8998,,5306,Variation Order No. 005,VO_005,103,
523,8999,,5306,Variation Order No. 004,VO_004,102,
524,9000,,5305,Waterproofing,071,21,
525,9001,,5305,Ext. Stone works / Cladding,044,11,
526,9002,,5305,Wood works/casework,061,16,
527,9003,,5274,General Requirements,GR,401,
528,9004,,5278,Client Issue (IFC/EI/Responses..),CI,1001,
529,9005,,5296,Client Documents,CI,3,
530,9006,,5296,Demolition,DE,2303,
531,9007,,5279,BMU,BMU,1701,
532,9008,,5296,BMU,BMU,2203,
533,9009,,5280,Finishing (General),090,602,
534,9010,,5279,Special Construction,XC,1703,
535,9011,,5279,Waterproofing,WP,4,
536,9012,,5277,PC119,Z9,1701,
537,9013,,5278,General (PC119),GZ,19602,
538,9014,,5301,Substructure,ACF02,100,
539,9015,,5280,Communications,265,3602,
540,9016,,5294,FABRICATION,FABR,2,
541,9017,,5279,Demolition,DM,1002,
542,9018,,5280,Water Features,500,1503,
543,9019,,5301,"FFE, IT",ACF08,700,
544,9020,,5301,"Infrastructures, Roof Features",ACF09,800,
545,9021,,5301,Externals,ACF10,900,
546,9022,,5301,Variation Orders/Claims,ACFVO,1100,
547,9023,,5299,,zero,1,
548,9024,,5301,Envelope,ACF05,400,
549,9025,,5303,PA-2 ZONE,PA-2,1,
550,9026,,5279,Bathroom Pods,BP,1,
551,9027,,5289,Peter Pynaert,PP,101,
552,9028,,5300,Carpark,CP,100,
553,9029,,5303,PE-1 ZONE,PE-1,302,
554,9030,,5304,Carpet/Carpet Tiles,CPT,1,
555,9031,,5302,P,P,100,
556,9032,,5305,Temporary Facilities,015,6,
557,9033,,5305,Concrete work,033,8,
558,9034,,5305,Block works,040,9,
559,9035,,5303,PA-1 ZONE,PA-1,0,
560,9036,,5301,Preliminaries/Design,ACF01,1,
561,9037,,5301,MEP 2nd Fix,ACF07,600,
562,9038,,5301,Superstructure,ACF03,200,
563,9039,,5305,Utilities,330,53,
564,9040,,5305,Mockup,000,0,
565,9041,,5305,Landscaping,321,46,
566,9042,,5306,Variation Order No. 001,VO_001,0,
567,9043,,5306,PCO 119,PCO 119,114,
568,9044,,5305,Gypsum Partitions,092,26,
569,9045,,5305,Variation Orders,0VO,149,
570,9046,,5297,Variation Order,VO,100,
571,9047,,5303,PB-1 ZONE,PB-1,2,
